county,fac_no,fac_name,fac_addr,audittype,userclass,deadline_start_date,deadline_end_date,waste_no,waste_name,waste_source,reu_purp_notes,waste_reu_value,totalqty_unit
新竹縣,J57A1884,宏昌牧場,(305)新竹縣新埔鎮汶水坑段五六一、五六二、五六三地號,公告/附表,內政部(營造業),20220122,20270122,R-0105,廢酒糟、酒粕、酒精醪,公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,11,公噸/月
新竹縣,J57A1884,宏昌牧場,(305)新竹縣新埔鎮汶水坑段五六一、五六二、五六三地號,公告/附表,內政部(營造業),20220122,20270122,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,20.2,公噸/月
新竹縣,J57A1884,宏昌牧場,(305)新竹縣新埔鎮汶水坑段五六一、五六二、五六三地號,公告/附表,內政部(營造業),20220122,20270122,R-0701,廢木材,事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業)),燃料,4,公噸/月
屏東縣,T49A0234,龍文畜牧場,(904)屏東縣九如鄉玉水村九如路一段五三巷四五號,公告/附表,內政部(營造業),20221125,20271125,R-0105,廢酒糟、酒粕、酒精醪,公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,150,公噸/月
屏東縣,T49A0234,龍文畜牧場,(904)屏東縣九如鄉玉水村九如路一段五三巷四五號,公告/附表,內政部(營造業),20221125,20271125,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,250,公噸/月
屏東縣,T49A0234,龍文畜牧場,(904)屏東縣九如鄉玉水村九如路一段五三巷四五號,公告/附表,內政部(營造業),20221125,20271125,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,35,公噸/月
屏東縣,T49A0234,龍文畜牧場,(904)屏東縣九如鄉玉水村九如路一段五三巷四五號,公告/附表,內政部(營造業),20221125,20271125,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,510,公噸/月
屏東縣,T49A0234,龍文畜牧場,(904)屏東縣九如鄉玉水村九如路一段五三巷四五號,公告/附表,內政部(營造業),20221125,20271125,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,250,公噸/月
屏東縣,T5405522,金鐘畜牧場,(912)屏東縣內埔鄉黎明村黎東路六五三巷三二○號,公告/附表,內政部(營造業),20231115,20281115,R-0105,廢酒糟、酒粕、酒精醪,酒精飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(財政部),飼料,174,公噸/月
屏東縣,T5405522,金鐘畜牧場,(912)屏東縣內埔鄉黎明村黎東路六五三巷三二○號,公告/附表,內政部(營造業),20231115,20281115,R-0114,果菜殘渣,果菜批發市場所產生之果菜殘渣(農業部),直接供畜禽食用,100,公噸/月
屏東縣,T5405522,金鐘畜牧場,(912)屏東縣內埔鄉黎明村黎東路六五三巷三二○號,公告/附表,內政部(營造業),20231115,20281115,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,100,公噸/月
屏東縣,T5405522,金鐘畜牧場,(912)屏東縣內埔鄉黎明村黎東路六五三巷三二○號,公告/附表,內政部(營造業),20231115,20281115,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,100,公噸/月
屏東縣,T5405522,金鐘畜牧場,(912)屏東縣內埔鄉黎明村黎東路六五三巷三二○號,公告/附表,內政部(營造業),20231115,20281115,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,50,公噸/月
屏東縣,T5405522,金鐘畜牧場,(912)屏東縣內埔鄉黎明村黎東路六五三巷三二○號,公告/附表,內政部(營造業),20231115,20281115,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,250,公噸/月
屏東縣,T5405193,新和順畜牧場,屏東縣內埔鄉新埔段三二五二地號,公告/附表,內政部(營造業),20221230,20271230,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,35,公噸/月
屏東縣,T5405193,新和順畜牧場,屏東縣內埔鄉新埔段三二五二地號,公告/附表,內政部(營造業),20221230,20271230,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,30,公噸/月
屏東縣,T5405193,新和順畜牧場,屏東縣內埔鄉新埔段三二五二地號,公告/附表,內政部(營造業),20221230,20271230,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,105,公噸/月
屏東縣,T5405193,新和順畜牧場,屏東縣內埔鄉新埔段三二五二地號,公告/附表,內政部(營造業),20221230,20271230,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,10,公噸/月
屏東縣,T49A0779,安家企業社,(904)屏東縣九如鄉後庄村後庄路一六巷三七號,公告/附表,內政部(營造業),20240718,20290718,R-0111,畜禽屠宰下腳料,畜禽屠宰業在屠宰過程產生之皮、肉、骨、內臟、血液或油脂。但由直轄市、縣(市)動物防疫主管機關或動物防疫人員依動物傳染病防治條例相關規定所為之命令、指導或指示處理者，不適用之。(農業部),飼料之原料,11,公噸/月
屏東縣,T49A0779,安家企業社,(904)屏東縣九如鄉後庄村後庄路一六巷三七號,公告/附表,內政部(營造業),20240718,20290718,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料原料,99,公噸/月
屏東縣,T49A0779,安家企業社,(904)屏東縣九如鄉後庄村後庄路一六巷三七號,公告/附表,內政部(營造業),20240718,20290718,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,60,公噸/月
屏東縣,T48A0417,羅秀森畜牧場,屏東縣麟洛鄉麟洛段一之九地號,公告/附表,內政部(營造業),20240104,20290104,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,50,公噸/月
屏東縣,T48A0417,羅秀森畜牧場,屏東縣麟洛鄉麟洛段一之九地號,公告/附表,內政部(營造業),20240104,20290104,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,30,公噸/月
屏東縣,T48A0417,羅秀森畜牧場,屏東縣麟洛鄉麟洛段一之九地號,公告/附表,內政部(營造業),20240104,20290104,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,70,公噸/月
屏東縣,T48A0417,羅秀森畜牧場,屏東縣麟洛鄉麟洛段一之九地號,公告/附表,內政部(營造業),20240104,20290104,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,66,公噸/月
屏東縣,T5800581,順益畜牧場,(932)屏東縣新園鄉田洋村仙隆路一二八之九號,公告/附表,內政部(營造業),20240704,20290704,R-0105,廢酒糟、酒粕、酒精醪,公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(財政部逕依經濟部),飼料,198,公噸/月
屏東縣,T5800581,順益畜牧場,(932)屏東縣新園鄉田洋村仙隆路一二八之九號,公告/附表,內政部(營造業),20240704,20290704,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(財政部逕依經濟部),飼料,300,公噸/月
屏東縣,T4601860,旺宏畜牧場,(913)屏東縣萬丹鄉田厝村惠崙路四八五巷一五一號,公告/附表,內政部(營造業),20240701,20290701,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,30,公噸/月
屏東縣,T4601860,旺宏畜牧場,(913)屏東縣萬丹鄉田厝村惠崙路四八五巷一五一號,公告/附表,內政部(營造業),20240701,20290701,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,180,公噸/月
屏東縣,T4601860,旺宏畜牧場,(913)屏東縣萬丹鄉田厝村惠崙路四八五巷一五一號,公告/附表,內政部(營造業),20240701,20290701,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,20,公噸/月
彰化縣,N2306563,永霖開發實業有限公司,(513)彰化縣埔心鄉油車村柳橋西路四○五號,公告/附表,內政部(營造業),20241121,20291121,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地材料,4116,公噸/月
彰化縣,N2306563,永霖開發實業有限公司,(513)彰化縣埔心鄉油車村柳橋西路四○五號,公告/附表,內政部(營造業),20241121,20291121,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",因分類作業所附帶產生之金屬屑、玻璃碎片、塑膠類、木屑,4116,公噸/月
屏東縣,T54A3564,昆樺商行,(912)屏東縣內埔鄉豐田村延平路一二二之一號,公告/附表,內政部(營造業),20230213,20280213,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,100,公噸/月
屏東縣,T4601897,興揚畜牧場,(913)屏東縣萬丹鄉廈南村南北路二段一七○號,公告/附表,內政部(營造業),20241206,20291206,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,50,公噸/月
屏東縣,T4601897,興揚畜牧場,(913)屏東縣萬丹鄉廈南村南北路二段一七○號,公告/附表,內政部(營造業),20241206,20291206,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,60,公噸/月
屏東縣,T4601897,興揚畜牧場,(913)屏東縣萬丹鄉廈南村南北路二段一七○號,公告/附表,內政部(營造業),20241206,20291206,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,70,公噸/月
屏東縣,T4601897,興揚畜牧場,(913)屏東縣萬丹鄉廈南村南北路二段一七○號,公告/附表,內政部(營造業),20241206,20291206,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,50,公噸/月
臺南市,D1003129,新又昌企業社,(717)臺南市仁德區中洲里中洲路一三七七號,公告/附表,內政部(營造業),20250514,20300514,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",營建工程材料,12449,公噸/月
桃園市,H52A4147,昇泰能源科技有限公司,(327)桃園市新屋區永安里永福路六二五號,公告/附表,內政部(營造業),20210910,20260910,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,900,公噸/月
苗栗縣,K7705684,佳生企業有限公司,(366)苗栗縣銅鑼鄉銅鑼村龍泉一之三號,公告/附表,內政部(營造業),20250217,20300217,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",營建工程材料,30000,公噸/月
苗栗縣,K7705684,佳生企業有限公司,(366)苗栗縣銅鑼鄉銅鑼村龍泉一之三號,公告/附表,內政部(營造業),20250217,20300217,R-1107,燃煤底灰（或含燃煤飛灰之底灰）,事業以煤為單一燃料之鍋爐、混燒百分之五(重量比)以下廢棄物衍生燃料或生質燃料之燃煤發電鍋爐或混燒百分之十（重量比）以下木質顆粒（符合固態生質燃料－燃料規範與等級－第2部：分級木質顆粒之燃料規範）之燃煤電廠發電鍋爐產生之飛灰或底灰(經濟部),混凝土粒料原料,5000,公噸/月
桃園市,H42C3535,永力豐有限公司,(330)桃園市桃園區汴洲里健行路一一五號,公告/附表,內政部(營造業),20240521,20290521,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,15,公噸/月
屏東縣,T42B0939,正發行,(900)屏東縣屏東市前進里頭前溪路三一號,公告/附表,內政部(營造業),20240731,20290731,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,100,公噸/月
南投縣,M35A1844,廣南科技有限公司,(542)南投縣草屯鎮御史里中正路一七○八巷一五號,公告/附表,內政部(營造業),20251202,20301202,R-0301,廢橡膠,"事業產生之廢橡膠(內政部(營造業)) 公告可直接再利用；事業產生之廢橡膠。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",橡膠粉（粒）原料,600.5,公噸/月
臺中市,B9106489,正大磊材料股份有限公司,(435)臺中市梧棲區草湳里自立二街一二一號,公告/附表,內政部(營造業),20210323,20260323,R-0701,廢木材,"公告可直接再利用：事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(通傳會) 公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業)) 事業產生之廢木材（板、屑）(交通部)",木製品原料,1300,公噸/月
彰化縣,N3205887,堅達橡膠行,(524)彰化縣溪州鄉舊眉村胡厝路二號,公告/附表,內政部(營造業),20210421,20260421,R-0301,廢橡膠,"公告可直接再利用；事業產生之廢橡膠。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",橡膠粉（粒）原料,5,公噸/月
彰化縣,N3205887,堅達橡膠行,(524)彰化縣溪州鄉舊眉村胡厝路二號,公告/附表,內政部(營造業),20210421,20260421,R-0301,廢橡膠,事業產生之廢橡膠(內政部(營造業)),橡膠製品原料,25,公噸/月
臺中市,B8805125,新輝企業社一廠,(437)臺中市大甲區武曲里大安港路一一六巷三四號一樓,公告/附表,內政部(營造業),20210421,20260421,R-0301,廢橡膠,"公告可直接再利用；事業產生之廢橡膠。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",再生膠原料,19,公噸/月
臺中市,B8805125,新輝企業社一廠,(437)臺中市大甲區武曲里大安港路一一六巷三四號一樓,公告/附表,內政部(營造業),20210421,20260421,R-0301,廢橡膠,事業產生之廢橡膠(內政部(營造業)),橡膠製品原料,1,公噸/月
臺中市,L0056126,森寶環保有限公司,(414)臺中市烏日區光明里五光路五○一號,公告/附表,內政部(營造業),20210604,20260604,R-0701,廢木材,"公告可直接再利用：事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依通傳會,通傳會) 公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依經濟部,通傳會逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業),交通部逕依內政部(營造業),通傳會逕依內政部(營造業)) 事業產生之廢木材（板、屑）(交通部,通傳會逕依交通部)",木製品原料,2500,公噸/月
臺中市,L0056126,森寶環保有限公司,(414)臺中市烏日區光明里五光路五○一號,公告/附表,內政部(營造業),20210604,20260604,R-0701,廢木材,"公告可直接再利用：事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依通傳會,通傳會) 公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(交通部逕依經濟部,通傳會逕依經濟部,經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業),交通部逕依內政部(營造業),通傳會逕依內政部(營造業)) 事業產生之廢木材（板、屑）(交通部,通傳會逕依交通部)",燃料原料,2500,公噸/月
屏東縣,T4202563,東成畜牧場,(900)屏東縣屏東市大成路一二八巷一五號,公告/附表,內政部(營造業),20210622,20260622,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,50,公噸/月
屏東縣,T4202563,東成畜牧場,(900)屏東縣屏東市大成路一二八巷一五號,公告/附表,內政部(營造業),20210622,20260622,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,170,公噸/月
南投縣,M3301050,駿隆橡膠工業股份有限公司,(540)南投縣南投市永豐里工業北二路一一號,公告/附表,內政部(營造業),20220401,20270401,R-0301,廢橡膠,"事業產生之廢橡膠(內政部(營造業)) 公告可直接再利用；事業產生之廢橡膠。但依相關法規認定為有害事業廢棄物者，不適用之。 (經濟部)",橡膠製品原料,51,公噸/月
屏東縣,T4600729,金城畜牧場,(913)屏東縣萬丹鄉崙頂村崙頂路一五五巷九五號,公告/附表,內政部(營造業),20211102,20261102,R-0105,廢酒糟、酒粕、酒精醪,公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(財政部逕依經濟部),飼料,200,公噸/月
屏東縣,T4600729,金城畜牧場,(913)屏東縣萬丹鄉崙頂村崙頂路一五五巷九五號,公告/附表,內政部(營造業),20211102,20261102,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,50,公噸/月
屏東縣,T4600729,金城畜牧場,(913)屏東縣萬丹鄉崙頂村崙頂路一五五巷九五號,公告/附表,內政部(營造業),20211102,20261102,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,30,公噸/月
屏東縣,T4600729,金城畜牧場,(913)屏東縣萬丹鄉崙頂村崙頂路一五五巷九五號,公告/附表,內政部(營造業),20211102,20261102,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,70,公噸/月
屏東縣,T46A0497,庭園畜牧場,(913)屏東縣萬丹鄉南北路一段三一○號,公告/附表,內政部(營造業),20220707,20270707,R-0105,廢酒糟、酒粕、酒精醪,"酒精飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。(財政部) 公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部)",飼料,387,公噸/月
屏東縣,T46A0497,庭園畜牧場,(913)屏東縣萬丹鄉南北路一段三一○號,公告/附表,內政部(營造業),20220707,20270707,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,45,公噸/月
屏東縣,T46A0497,庭園畜牧場,(913)屏東縣萬丹鄉南北路一段三一○號,公告/附表,內政部(營造業),20220707,20270707,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,30,公噸/月
屏東縣,T46A0497,庭園畜牧場,(913)屏東縣萬丹鄉南北路一段三一○號,公告/附表,內政部(營造業),20220707,20270707,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,150,公噸/月
屏東縣,T46A0497,庭園畜牧場,(913)屏東縣萬丹鄉南北路一段三一○號,公告/附表,內政部(營造業),20220707,20270707,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,15,公噸/月
高雄市,E2102688,維根農產企業社,(840)高雄市大樹區九曲里瓦厝街六之一○七號,公告/附表,內政部(營造業),20220519,20270519,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,30,公噸/月
屏東縣,T4601066,郭慶記畜牧場,(913)屏東縣萬丹鄉惠崙路三六八巷五六號,公告/附表,內政部(營造業),20221208,20271208,R-0105,廢酒糟、酒粕、酒精醪,公告可直接再利用；食品及飲料製造業在酒類釀造配製製程產生之廢酒糟、酒粕或酒精醪。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,100,公噸/月
屏東縣,T4601066,郭慶記畜牧場,(913)屏東縣萬丹鄉惠崙路三六八巷五六號,公告/附表,內政部(營造業),20221208,20271208,R-0120,植物性廢渣,公告可直接再利用：食品及飲料製造業在生產製程中所產生之植物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,100,公噸/月
屏東縣,T4601066,郭慶記畜牧場,(913)屏東縣萬丹鄉惠崙路三六八巷五六號,公告/附表,內政部(營造業),20221208,20271208,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,10,公噸/月
屏東縣,T4601066,郭慶記畜牧場,(913)屏東縣萬丹鄉惠崙路三六八巷五六號,公告/附表,內政部(營造業),20221208,20271208,R-0106,廚餘,事業產生之廚餘。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),飼料,78,公噸/月
屏東縣,T4601066,郭慶記畜牧場,(913)屏東縣萬丹鄉惠崙路三六八巷五六號,公告/附表,內政部(營造業),20221208,20271208,R-0119,動物性廢渣,公告可直接再利用：食品製造業在食品加工製程產生之動物性廢渣，其廢渣不得經化學處理，且不得含廢水處理之污泥。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部),飼料,6,公噸/月
高雄市,S3004131,古板企業有限公司,(829)高雄市湖內區海山里和平路一九之五號,公告/附表,內政部(營造業),20241218,20291218,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,7000,公噸/月
屏東縣,T5604016,嘉全行,(925)屏東縣新埤鄉建功村中興路一○○之一號,公告/附表,內政部(營造業),20210907,20260907,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,40,公噸/月
臺南市,R9204758,宏輝科技工程股份有限公司,(736)臺南市柳營區重溪里義士路三段六巷四五號,公告/附表,內政部(營造業),20220606,20270606,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,7293.13,公噸/月
雲林縣,P4601037,啟翔紙業股份有限公司,(640)雲林縣斗六市榴中里復興路三九號,公告/附表,內政部(營造業),20211209,20261209,R-0601,廢紙,事業產生之廢紙。但依相關法規認定為有害事業廢棄物者，不適用之。(共通性),漿紙原料,375,公噸/月
雲林縣,P4601037,啟翔紙業股份有限公司,(640)雲林縣斗六市榴中里復興路三九號,公告/附表,內政部(營造業),20211209,20261209,R-0701,廢木材,"公告可直接再利用；事業產生之廢木材（板、屑、木質電桿、木質橫擔或枕木）。但依相關法規認定為有害事業廢棄物者，不適用之。(經濟部) 事業廢棄物來源：事業產生之廢木材（板、屑）(內政部(營造業))",燃料,180,公噸/月
南投縣,M36A1106,勝輝土資工程有限公司,(557)南投縣竹山鎮延正里二鄰江西路三八之一二號,公告/附表,內政部(營造業),20221007,20271007,R-0503,營建混合物,"工程施工建造、建築拆除、裝修工程及整地刨除所產生之事業廢棄物 (內政部(營造業))",工程填地及道路工程級配料,23040,公噸/月
